# This file is built from NewRisingSun's "NES and Famicom Accurate Cartridge Information Database"
# as available here: http://nerdlypleasures.blogspot.com/2020/04/the-nes-and-famicom-accurate-cartridge.html
# Last retrieved on 2020-05-24
# For now, I've just included the data for the US releases.

# Game Name A-Z, PRG-ROM, CHR-ROM, Misc ROM, Mapper, Mirror + Flag, PPU, PRG-RAM, PRG-RAM B, CHR-RAM, CHR-RAM B, Console, Controller, CRC32

# Licensed NA
# -----------
Rainbow Islands (USA).nes,128,0,0,2.02,H,RP2C02,0,0,8K,0,Normal,Standard,9EA1DC76
Rally Bike (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,E1C41D7C
Rambo (USA) (Rev 1).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,4F9DBBE5
Rampage (USA).nes,128,64,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,263AC8A0
Rampart (USA) (Jaleco).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,26796758
Remote Control (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,9F6C119C
"Ren & Stimpy Show, The - Buckeroo$! (USA).nes",128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,E98AB943
Renegade (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,A0568E1D
Rescue - The Embassy Mission (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,63FCC0DD
Ring King (USA).nes,64,64,0,206.00,V,RP2C02,0,0,0,0,Normal,Standard,5BB62688
River City Ransom (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,E9C387EC
RoadBlasters (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,8ADA3497
Robin Hood - Prince of Thieves (USA) (Rev 1).nes,256,0,0,1.00,H,RP2C02,0,0,8K,0,Normal,Standard,C3CCC493
Robo Warrior (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,810B7AB9
RoboCop (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,192D546F
RoboCop 2 (USA) (Rev 1).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,990985C0
RoboCop 3 (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,96087988
Rock 'n' Ball (USA).nes,128,64,0,4.00,H,RP2C02,0,0,0,0,Normal,FourScore,476E022B
Rocket Ranger (USA).nes,256,0,0,1.00,H,RP2C02,0,0,8K,0,Normal,Standard,67F77118
"Rocketeer, The (USA).nes",256,0,0,1.00,H,RP2C02,0,0,8K,0,Normal,Standard,1D6DECCC
Rockin' Kats (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,8927FD4C
Roger Clemens' MVP Baseball (USA).nes,128,256,0,4.03,H,RP2C02,0,0,0,0,Normal,Standard,018A8699
Rollerball (USA).nes,128,32,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,69635A6E
Rollerblade Racer (USA).nes,128,128,0,4.03,H,RP2C02,0,0,0,0,Normal,Standard,2370C0A9
Rollergames (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,AA4997C1
Romance of the Three Kingdoms (USA).nes,256,0,0,1.00,HB,RP2C02,8K,8K,8K,0,Normal,Standard,C6182024
Romance of the Three Kingdoms II (USA).nes,256,256,0,5.00,HB,RP2C02,0,32K,0,0,Normal,Standard,F011E490
Roundball - 2-on-2 Challenge (USA).nes,128,128,0,4.00,H,RP2C02,8K,0,0,0,Normal,FourScore,6E4DCFD2
Rush'n Attack (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,DE25B90F
Rygar (USA) (Rev 1).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,37C474D5
S.C.A.T. - Special Cybernetic Attack Team (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,74189E12
Section-Z (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,0FEC90D2
Seicross (USA).nes,32,8,0,0.00,V,RP2C02,0,0,0,0,Normal,Standard,27AA3933
Sesame Street - 123 (USA).nes,32,32,0,1.05,H,RP2C02,0,0,0,0,Normal,Standard,339437F6
Sesame Street - ABC (USA).nes,32,32,0,1.05,H,RP2C02,0,0,0,0,Normal,Standard,EC0FC2DE
Sesame Street - Big Bird's Hide & Speak (USA).nes,256,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,FDE1C7ED
Sesame Street - Countdown (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,5CF6A82E
Shadow of the Ninja (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,DDD90C39
Shadowgate (USA).nes,128,128,0,4.00,HB,RP2C02,0,8K,0,0,Normal,Standard,6A1F628A
Shatterhand (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,AA20F73D
Shingen the Ruler (USA).nes,256,0,0,1.00,HB,RP2C02,0,8K,8K,0,Normal,Standard,BE3BF3B3
Shooting Range (USA).nes,32,32,0,3.02,V,RP2C02,0,0,0,0,Normal,Zapper,851EB9BE
Short Order + Eggsplode! (USA).nes,64,32,0,1.00,H,RP2C02,0,0,0,0,Normal,PowerPadB,6435C095
Side Pocket (USA).nes,128,0,0,2.02,H,RP2C02,0,0,8K,0,Normal,Standard,DC4DA5D4
Silent Service (USA) (Rev 1).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,B843EB84
Silk Worm (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,E74A91BB
Silver Surfer (USA).nes,128,256,0,4.00,H,RP2C02,8K,0,0,0,Normal,Standard,BEE1C0D9
"Simpsons, The - Bart vs. the Space Mutants (USA) (Rev 1).nes",128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,5248CAF3
"Simpsons, The - Bart vs. the World (USA).nes",256,128,0,4.03,H,RP2C02,0,0,0,0,Normal,Standard,7416903F
"Simpsons, The - Bartman Meets Radioactive Man (USA).nes",256,128,0,4.03,H,RP2C02,0,0,0,0,Normal,Standard,5991B9D0
Skate or Die (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,423ADA8E
Skate or Die 2 - The Search for Double Trouble (USA).nes,256,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,06961BE4
Ski or Die (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,E9A6C211
Sky Kid (USA).nes,32,128,0,1.05,H,RP2C02,0,0,0,0,Normal,Standard,3322105A
Sky Shark (USA).nes,64,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,9FFE2F55
Slalom (USA).nes,32,8,0,0.00,V,RP2C02,0,0,0,0,Normal,Standard,86670C93
Smash T.V. (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,DoublFist,6EE94D32
Snake Rattle n Roll (USA).nes,32,32,0,1.05,H,RP2C02,0,0,0,0,Normal,Standard,FDF4569B
Snake's Revenge (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,48E904D0
Snoopy's Silly Sports Spectacular! (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,A8923256
Snow Brothers (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,1DAC6208
"Soccer (Japan, USA).nes",32,8,0,0.00,V,RP2C02,0,0,0,0,Normal,Standard,657F7875
Solar Jetman - Hunt for the Golden Warpship (USA).nes,256,0,0,7.02,H,RP2C02,0,0,8K,0,Normal,Standard,8111BA08
Solomon's Key (USA).nes,32,32,0,3.02,H,RP2C02,0,0,0,0,Normal,Standard,40684E95
Solstice - The Quest for the Staff of Demnos (USA).nes,128,0,0,7.01,H,RP2C02,0,0,8K,0,Normal,Standard,EDCF1B71
Space Shuttle Project (USA).nes,256,0,0,1.00,H,RP2C02,0,0,8K,0,Normal,Standard,2220E14A
Spelunker (USA).nes,32,8,0,0.00,V,RP2C02,0,0,0,0,Normal,Standard,99D15A91
Spider-Man - Return of the Sinister Six (USA).nes,128,256,0,4.03,H,RP2C02,0,0,0,0,Normal,Standard,D679627A
Spot - The Video Game (USA).nes,128,0,0,1.00,H,RP2C02,8K,0,8K,0,Normal,FourScore,CFAE9DFA
Spy Hunter (USA).nes,32,32,0,3.02,H,RP2C02,0,0,0,0,Normal,Standard,C7197FB1
Spy vs Spy (USA).nes,32,8,0,0.00,V,RP2C02,0,0,0,0,Normal,Standard,C4A02712
Sqoon (USA).nes,32,8,0,0.00,V,RP2C02,0,0,0,0,Normal,Standard,44F34172
Stack-Up ~ Block (World).nes,32,8,0,0.00,H,any,0,0,0,0,Normal,BlockSet,DF67DAA1
Stanley - The Search for Dr. Livingston (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,62E2E7FC
Star Force (USA).nes,32,32,0,3.02,V,RP2C02,0,0,0,0,Normal,Standard,FCE408A4
Star Soldier (USA).nes,32,32,0,3.02,V,RP2C02,0,0,0,0,Normal,Standard,262B5A1D
Star Trek - 25th Anniversary (USA).nes,256,256,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,16EBA50A
Star Trek - The Next Generation (USA).nes,128,0,0,2.02,H,RP2C02,0,0,8K,0,Normal,Standard,E575687C
Star Voyager (USA).nes,32,32,0,3.02,H,RP2C02,0,0,0,0,Normal,Standard,B1723338
Star Wars - The Empire Strikes Back (USA).nes,256,256,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,240DE736
Star Wars (USA).nes,128,128,0,4.00,H,RP2C02,8K,0,0,0,Normal,Standard,C1C3636B
Starship Hector (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,9F432594
StarTropics (USA).nes,256,256,0,4.01,HB,RP2C02,0,1K,0,0,Normal,Standard,889129CB
Stealth ATF (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,C6DD7E69
Stinger (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,C5B0B1AB
Street Cop (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,PowerPadB,61D86167
Street Fighter 2010 - The Final Fight (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,8DA651D4
Strider (USA).nes,256,0,0,1.00,H,RP2C02,0,0,8K,0,Normal,Standard,02EE3706
Super C (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,305B4E62
Super Cars (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,419461D0
Super Dodge Ball (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,689971F9
Super Glove Ball (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,EFCF375D
Super Jeopardy! (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,FourScore,CF4487A2
Super Mario Bros. (World) (HVC-SM).nes,32,8,0,0.00,V,any,0,0,0,0,Normal,Standard,D445F698
Super Mario Bros. 2 (USA) (Rev 1).nes,128,128,0,4.00,H,RP2C02,8K,0,0,0,Normal,Standard,CA594ACE
Super Mario Bros. 3 (USA) (Rev 1).nes,256,128,0,4.00,H,RP2C02,8K,0,0,0,Normal,Standard,2E6301ED
Super Pitfall (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,979C5314
Super Spike V'Ball (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,FourScore,E840FD21
Super Spy Hunter (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,AB41445E
Super Team Games (USA).nes,32,32,0,3.02,V,RP2C02,0,0,0,0,Normal,PowerPadB,D74B2719
Superman (USA) (Kemco).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,1FA8C4A4
Swamp Thing (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,A1FF4E1D
Sword Master (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,465E5483
Swords and Serpents (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,FourScore,3417EC46
Taboo - The Sixth Sense (USA) (Rev 1).nes,32,32,0,1.05,H,RP2C02,0,0,0,0,Normal,Standard,482C79AF
Tag Team Wrestling (USA).nes,32,8,0,0.00,H,RP2C02,0,0,0,0,Normal,Standard,BF250AF2
TaleSpin (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,798EEB98
Target - Renegade (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,93B49582
Tecmo Baseball (USA).nes,128,0,0,1.00,H,RP2C02,0,0,8K,0,Normal,Standard,AD12A34F
Tecmo Bowl (USA) (Rev 1).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,85A6C0D5
Tecmo Cup - Soccer Game (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,696D7839
Tecmo NBA Basketball (USA) (NES-BK) (Rev 1).nes,128,256,0,4.00,HB,RP2C02,0,8K,0,0,Normal,Standard,DA8E4AF4
Tecmo Super Bowl (USA).nes,256,128,0,4.00,HB,RP2C02,0,8K,0,0,Normal,Standard,179A0D57
Tecmo World Wrestling (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,7FF76219
Teenage Mutant Ninja Turtles - Tournament Fighters (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,86964EDD
Teenage Mutant Ninja Turtles (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,EE921D8E
Teenage Mutant Ninja Turtles II - The Arcade Game (USA).nes,256,256,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,A9217EA2
Teenage Mutant Ninja Turtles III - The Manhattan Project (USA).nes,256,256,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,BB6D7949
"Tennis (Japan, USA).nes",16,8,0,0.00,H,RP2C02,0,0,0,0,Normal,Standard,D4D9E21A
Terminator 2 - Judgment Day (USA).nes,128,128,0,4.03,H,RP2C02,0,0,0,0,Normal,Standard,EA27B477
"Terminator, The (USA, Europe).nes",128,128,0,4.00,H,any,0,0,0,0,Normal,Standard,6272C549
Terra Cresta (USA).nes,128,0,0,2.02,H,RP2C02,0,0,8K,0,Normal,Standard,2A46B57F
Tetris (USA).nes,32,16,0,1.05,H,RP2C02,0,0,0,0,Normal,Standard,1394F57E
Tetris 2 (USA).nes,128,128,0,4.00,H,RP2C02,8K,0,0,0,Normal,Standard,9C537919
"Three Stooges, The (USA).nes",128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,538CD2EA
Thunder & Lightning (USA).nes,128,32,0,66.00,H,RP2C02,0,0,0,0,Normal,Standard,D80B44BC
Thunderbirds (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,2DDC2DC3
Thundercade (USA).nes,128,0,0,2.02,H,RP2C02,0,0,8K,0,Normal,Standard,AFB46DD6
Tiger-Heli (USA).nes,32,32,0,3.02,H,RP2C02,0,0,0,0,Normal,Standard,C3C7A568
Time Lord (USA).nes,128,0,0,7.02,H,RP2C02,0,0,8K,0,Normal,Standard,13D5B1A4
Times of Lore (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,0F86FEB4
Tiny Toon Adventures (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,99DDDB04
Tiny Toon Adventures 2 - Trouble in Wackyland (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,81A5EB65
Tiny Toon Adventures Cartoon Workshop (USA).nes,128,128,0,4.00,H,RP2C02,8K,0,0,0,Normal,Standard,9E6092A4
To the Earth (USA).nes,32,32,0,4.00,H,RP2C02,0,0,0,0,Normal,Zapper,DE8FD935
Toki (USA).nes,128,256,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,7FB74A43
Tom & Jerry - The Ultimate Game of Cat and Mouse! (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,D63B30F5
Tombs & Treasure (USA).nes,256,0,0,1.00,H,RP2C02,0,0,8K,0,Normal,Standard,50D296B3
Top Gun - The Second Mission (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,6F8AF3E8
Top Gun (USA) (Rev 1).nes,128,0,0,2.02,H,RP2C02,0,0,8K,0,Normal,Standard,CF6D0D7A
Total Recall (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,248566A7
Totally Rad (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,B629D555
Touchdown Fever (USA).nes,128,32,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,EA4EB69E
Town & Country Surf Designs - Thrilla's Surfari (USA).nes,128,128,0,4.03,H,RP2C02,0,0,0,0,Normal,Standard,7E57FBEC
Town & Country Surf Designs - Wood & Water Rage (USA).nes,32,32,0,3.02,V,RP2C02,0,0,0,0,Normal,Standard,D3BFF72E
Toxic Crusaders (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,F009DDD2
Track & Field (USA).nes,32,32,0,3.02,V,RP2C02,0,0,0,0,Normal,Standard,9C9F3571
Track & Field II (USA) (Rev A).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Zapper,7FA191E7
Treasure Master (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,B918580C
Trog! (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,EE6892EB
Trojan (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,FC3E5C86
Twin Cobra (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,0EF730E7
Twin Eagle (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,CF26A149
Ultima - Exodus (USA).nes,256,0,0,1.00,HB,RP2C02,0,8K,8K,0,Normal,Standard,A4062017
Ultima - Quest of the Avatar (USA).nes,256,0,0,1.00,HB,RP2C02,0,8K,8K,0,Normal,Standard,A25A750F
Ultima - Warriors of Destiny (USA).nes,256,0,0,1.00,HB,RP2C02,0,8K,8K,0,Normal,Standard,4823EEFE
Ultimate Air Combat (USA).nes,256,256,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,E387C77F
Ultimate Basketball (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,9F6CE171
"Uncanny X-Men, The (USA).nes",128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,2D41EF92
Uncharted Waters (USA).nes,512,128,0,5.00,HB,RP2C02,8K,8K,0,0,Normal,Standard,ACA15643
Uninvited (USA).nes,128,128,0,4.00,HB,RP2C02,0,8K,0,0,Normal,Standard,9BAC73EF
"Untouchables, The (USA) (Rev 2).nes",128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,20C795EB
Urban Champion (World).nes,16,8,0,0.00,V,any,0,0,0,0,Normal,Standard,656D4265
Vegas Dream (USA).nes,128,128,0,1.00,H,RP2C02,8K,0,0,0,Normal,Standard,C973699D
Vice - Project Doom (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,753768A6
Videomation (USA).nes,32,0,0,13.00,V,RP2C02,0,0,16K,0,Normal,Standard,5E66EAEA
"Volleyball (USA, Europe).nes",32,8,0,0.00,V,any,0,0,0,0,Normal,Standard,27777635
Wacky Races (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,401521F7
Wall Street Kid (USA).nes,128,0,0,2.02,H,RP2C02,0,0,8K,0,Normal,Standard,B6661BDA
Wario's Woods (USA).nes,256,256,0,4.00,HB,RP2C02,0,8K,0,0,Normal,Standard,F79A75D7
Wayne Gretzky Hockey (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,15F0D3F1
Wayne's World (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,B0CD000F
WCW World Championship Wrestling (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,5EA7D410
Werewolf - The Last Warrior (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,333C48A0
Wheel of Fortune - Family Edition (USA).nes,128,0,0,7.01,H,RP2C02,0,0,8K,0,Normal,Standard,009AF6BE
Wheel of Fortune - Junior Edition (USA).nes,128,0,0,7.01,H,RP2C02,0,0,8K,0,Normal,Standard,68383607
Wheel of Fortune (USA) (Rev 1).nes,128,0,0,7.01,H,RP2C02,0,0,8K,0,Normal,Standard,3368F7FB
Wheel of Fortune Featuring Vanna White (USA).nes,128,0,0,7.01,H,RP2C02,0,0,8K,0,Normal,Standard,4220C170
Where in Time Is Carmen Sandiego (USA).nes,128,256,0,4.00,H,RP2C02,8K,0,0,0,Normal,Standard,917770D8
Where's Waldo (USA).nes,128,128,0,4.00,H,RP2C02,8K,0,0,0,Normal,Standard,C3463A3D
Who Framed Roger Rabbit (USA).nes,128,0,0,7.01,H,RP2C02,0,0,8K,0,Normal,Standard,12B2C361
Whomp 'Em (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,6FD5A271
Widget (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,E7C981A2
Wild Gunman (World) (Rev 1).nes,16,8,0,0.00,V,any,0,0,0,0,Normal,Zapper,5112DC21
Willow (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,103E7E7F
"Win, Lose or Draw (USA).nes",128,0,0,1.00,H,RP2C02,0,0,8K,0,Normal,Standard,F74DFC91
Winter Games (USA) (Rev 1).nes,128,0,0,2.02,H,RP2C02,0,0,8K,0,Normal,Standard,969EF9E4
Wizardry - Knight of Diamonds - The Second Scenario (USA).nes,128,128,0,4.00,HB,RP2C02,0,8K,0,0,Normal,Standard,6BC33D2F
Wizardry - Proving Grounds of the Mad Overlord (USA).nes,128,128,0,1.00,HB,RP2C02,0,8K,0,0,Normal,Standard,D9BB572C
Wizards & Warriors (USA) (Rev 1).nes,128,0,0,7.01,H,RP2C02,0,0,8K,0,Normal,Standard,26535EF5
Wizards & Warriors III - Kuros...Visions of Power (USA).nes,256,0,0,7.02,H,RP2C02,0,0,8K,0,Normal,Standard,D2562072
Wolverine (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,35476E87
World Champ (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,8593E5AD
World Class Track Meet (USA) (Rev 1).nes,32,32,0,3.02,H,RP2C02,0,0,0,0,Normal,PowerPadB,AF4010EA
World Games (USA).nes,128,0,0,7.01,H,RP2C02,0,0,8K,0,Normal,Standard,F613A8F9
Wrath of the Black Manta (USA) (Rev 1).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,3A8723B9
Wrecking Crew (World).nes,32,8,0,0.00,H,any,0,0,0,0,Normal,DataRec,9B506A48
Wurm - Journey to the Center of the Earth! (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,EB803610
WWF King of the Ring (USA).nes,128,256,0,4.03,H,RP2C02,0,0,0,0,Normal,Standard,7B4ED0BB
WWF Wrestlemania - Steel Cage Challenge (USA).nes,128,256,0,4.03,H,RP2C02,0,0,0,0,Normal,Standard,D4611B79
WWF Wrestlemania (USA).nes,128,0,0,7.01,H,RP2C02,0,0,8K,0,Normal,Standard,37138039
WWF Wrestlemania Challenge (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,A0230D75
Xenophobe (USA).nes,128,32,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,711896B8
Xevious - The Avenger (USA).nes,32,8,0,0.00,H,RP2C02,0,0,0,0,Normal,Standard,DFD70E27
Xexyz (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,B1612FE6
Yo! Noid (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,50D141FC
Yoshi (USA).nes,128,32,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,E7EAD93B
Yoshi's Cookie (USA).nes,128,64,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,52B58732
"Young Indiana Jones Chronicles, The (USA).nes",128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,35C6F574
Zanac (USA).nes,128,0,0,2.02,H,RP2C02,0,0,8K,0,Normal,Standard,E292AA10
Zelda II - The Adventure of Link (USA).nes,128,128,0,1.00,HB,RP2C02,0,8K,0,0,Normal,Standard,BA322865
Zen - Intergalactic Ninja (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,D8578BFD
Zoda's Revenge - StarTropics II (USA).nes,256,256,0,4.01,HB,RP2C02,0,1K,0,0,Normal,Standard,D054FFB0
Zombie Nation (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,03FB57B6

# Old Revisions
Barbie (USA).nes,128,128,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,5B6CA654
Bases Loaded (USA) (Rev 1).nes,256,64,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,DAEE19F2
Bases Loaded (USA).nes,256,64,0,1.00,H,RP2C02,0,0,0,0,Normal,Standard,B4241FCC
Captain Skyhawk (USA).nes,128,0,0,7.02,H,RP2C02,0,0,8K,0,Normal,Standard,F518DD58
Castlevania (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,0AC1AA8F
"Chessmaster, The (USA).nes",128,32,0,1.00,H,RP2C02,8K,0,0,0,Normal,Standard,D7F6320C
Double Dragon II - The Revenge (USA).nes,128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,13C774DD
Double Dribble (USA).nes,128,0,0,2.02,V,RP2C02,0,0,8K,0,Normal,Standard,437E7B69
"Dr. Mario (Japan, USA).nes",32,32,0,1.05,H,RP2C02,0,0,0,0,Normal,Standard,198C2F41
Dragon Warrior (USA).nes,64,16,0,1.00,HB,RP2C02,0,8K,0,0,Normal,Standard,3B3F88F0
Faxanadu (USA).nes,256,0,0,1.00,H,RP2C02,0,0,8K,0,Normal,Standard,57DD23D1
Home Alone (USA).nes,128,128,0,4.00,H,RP2C02,8K,0,0,0,Normal,Standard,CA5EDBFC
"Hunt for Red October, The (USA).nes",128,128,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,03F899CD
Ikari Warriors (USA).nes,128,0,0,2.02,H,RP2C02,0,0,8K,0,Normal,Standard,655EFEED
Indiana Jones and the Temple of Doom (USA).nes,128,64,0,4.00,H,RP2C02,0,0,0,0,Normal,Standard,A0C31A57
Jeopardy! (USA).nes,128,0,0,7.01,H,RP2C02,0,0,8K,0,Normal,Standard,B5D10D5C
Karate Champ (USA).nes,32,32,0,3.02,H,RP2C02,0,0,0,0,Normal,Standard,ACA145D8
"Kid Icarus (USA, Europe).nes",128,0,0,1.00,H,any,8K,0,8K,0,Normal,Standard,D9F0749F
Kid Niki - Radical Ninja (USA).nes,256,0,0,1.00,H,RP2C02,0,0,8K,0,Normal,Standard,8192D2E7
Kirby's Adventure (USA).nes,512,256,0,4.00,HB,RP2C02,0,8K,0,0,Normal,Standard,D7794AFC
"Legend of Zelda, The (USA).nes",128,0,0,1.00,HB,RP2C02,0,8K,8K,0,Normal,Standard,3FE272FB
